# Generated using Vector Slicer 0.4.0 on Wed Mar 29 20:50:34 2023
# Michal Zmyslony, University of Cambridge, mlz22@cam.ac.uk
# Source directory: linear_2x1_cm
# Print diameter: 13.000000
# Disagreement configuration: 
# 	 empty spot (40,2)
# 	 overlap (8,2)
# 	 director (70,2)
# Iterations: 100, relearning period: 20, noise: 1e-4

32,159,40,159,48,159,56,159,64,159,72,159,80,159,88,159,96,159,104,159,112,159,120,159,128,159,136,159,144,159,152,159,160,159,168,159,176,159,184,159,192,159,200,159,208,159,216,159,224,159,232,159,240,159,248,159,256,159,264,159,272,159,280,159,288,159,296,159,304,159,312,159,320,159,328,159,336,159,344,159,352,159,360,159,368,159,376,159,384,159,392,159,400,159,408,159,416,159,424,159,432,159,440,159,448,159,456,159,464,159,472,159,480,159,488,159,496,159,504,159,512,159,520,159,528,159,536,159,544,159,552,159,560,159,568,159,576,159,584,159,592,159,600,159,608,159,616,159,624,159,632,159,640,159,648,159,656,159,664,159,672,159,680,159,688,159,696,159,704,159,712,159,720,159,728,159,736,159,744,159,752,159,760,159,768,159,776,159,784,159,792,159,800,159,808,159,816,159,824,159,832,159
832,172,824,172,816,172,808,172,800,172,792,172,784,172,776,172,768,172,760,172,752,172,744,172,736,172,728,172,720,172,712,172,704,172,696,172,688,172,680,172,672,172,664,172,656,172,648,172,640,172,632,172,624,172,616,172,608,172,600,172,592,172,584,172,576,172,568,172,560,172,552,172,544,172,536,172,528,172,520,172,512,172,504,172,496,172,488,172,480,172,472,172,464,172,456,172,448,172,440,172,432,172,424,172,416,172,408,172,400,172,392,172,384,172,376,172,368,172,360,172,352,172,344,172,336,172,328,172,320,172,312,172,304,172,296,172,288,172,280,172,272,172,264,172,256,172,248,172,240,172,232,172,224,172,216,172,208,172,200,172,192,172,184,172,176,172,168,172,160,172,152,172,144,172,136,172,128,172,120,172,112,172,104,172,96,172,88,172,80,172,72,172,64,172,56,172,48,172,40,172,32,172
32,185,40,185,48,185,56,185,64,185,72,185,80,185,88,185,96,185,104,185,112,185,120,185,128,185,136,185,144,185,152,185,160,185,168,185,176,185,184,185,192,185,200,185,208,185,216,185,224,185,232,185,240,185,248,185,256,185,264,185,272,185,280,185,288,185,296,185,304,185,312,185,320,185,328,185,336,185,344,185,352,185,360,185,368,185,376,185,384,185,392,185,400,185,408,185,416,185,424,185,432,185,440,185,448,185,456,185,464,185,472,185,480,185,488,185,496,185,504,185,512,185,520,185,528,185,536,185,544,185,552,185,560,185,568,185,576,185,584,185,592,185,600,185,608,185,616,185,624,185,632,185,640,185,648,185,656,185,664,185,672,185,680,185,688,185,696,185,704,185,712,185,720,185,728,185,736,185,744,185,752,185,760,185,768,185,776,185,784,185,792,185,800,185,808,185,816,185,824,185,832,185
832,198,824,198,816,198,808,198,800,198,792,198,784,198,776,198,768,198,760,198,752,198,744,198,736,198,728,198,720,198,712,198,704,198,696,198,688,198,680,198,672,198,664,198,656,198,648,198,640,198,632,198,624,198,616,198,608,198,600,198,592,198,584,198,576,198,568,198,560,198,552,198,544,198,536,198,528,198,520,198,512,198,504,198,496,198,488,198,480,198,472,198,464,198,456,198,448,198,440,198,432,198,424,198,416,198,408,198,400,198,392,198,384,198,376,198,368,198,360,198,352,198,344,198,336,198,328,198,320,198,312,198,304,198,296,198,288,198,280,198,272,198,264,198,256,198,248,198,240,198,232,198,224,198,216,198,208,198,200,198,192,198,184,198,176,198,168,198,160,198,152,198,144,198,136,198,128,198,120,198,112,198,104,198,96,198,88,198,80,198,72,198,64,198,56,198,48,198,40,198,32,198
32,211,40,211,48,211,56,211,64,211,72,211,80,211,88,211,96,211,104,211,112,211,120,211,128,211,136,211,144,211,152,211,160,211,168,211,176,211,184,211,192,211,200,211,208,211,216,211,224,211,232,211,240,211,248,211,256,211,264,211,272,211,280,211,288,211,296,211,304,211,312,211,320,211,328,211,336,211,344,211,352,211,360,211,368,211,376,211,384,211,392,211,400,211,408,211,416,211,424,211,432,211,440,211,448,211,456,211,464,211,472,211,480,211,488,211,496,211,504,211,512,211,520,211,528,211,536,211,544,211,552,211,560,211,568,211,576,211,584,211,592,211,600,211,608,211,616,211,624,211,632,211,640,211,648,211,656,211,664,211,672,211,680,211,688,211,696,211,704,211,712,211,720,211,728,211,736,211,744,211,752,211,760,211,768,211,776,211,784,211,792,211,800,211,808,211,816,211,824,211,832,211
832,224,824,224,816,224,808,224,800,224,792,224,784,224,776,224,768,224,760,224,752,224,744,224,736,224,728,224,720,224,712,224,704,224,696,224,688,224,680,224,672,224,664,224,656,224,648,224,640,224,632,224,624,224,616,224,608,224,600,224,592,224,584,224,576,224,568,224,560,224,552,224,544,224,536,224,528,224,520,224,512,224,504,224,496,224,488,224,480,224,472,224,464,224,456,224,448,224,440,224,432,224,424,224,416,224,408,224,400,224,392,224,384,224,376,224,368,224,360,224,352,224,344,224,336,224,328,224,320,224,312,224,304,224,296,224,288,224,280,224,272,224,264,224,256,224,248,224,240,224,232,224,224,224,216,224,208,224,200,224,192,224,184,224,176,224,168,224,160,224,152,224,144,224,136,224,128,224,120,224,112,224,104,224,96,224,88,224,80,224,72,224,64,224,56,224,48,224,40,224,32,224
32,237,40,237,48,237,56,237,64,237,72,237,80,237,88,237,96,237,104,237,112,237,120,237,128,237,136,237,144,237,152,237,160,237,168,237,176,237,184,237,192,237,200,237,208,237,216,237,224,237,232,237,240,237,248,237,256,237,264,237,272,237,280,237,288,237,296,237,304,237,312,237,320,237,328,237,336,237,344,237,352,237,360,237,368,237,376,237,384,237,392,237,400,237,408,237,416,237,424,237,432,237,440,237,448,237,456,237,464,237,472,237,480,237,488,237,496,237,504,237,512,237,520,237,528,237,536,237,544,237,552,237,560,237,568,237,576,237,584,237,592,237,600,237,608,237,616,237,624,237,632,237,640,237,648,237,656,237,664,237,672,237,680,237,688,237,696,237,704,237,712,237,720,237,728,237,736,237,744,237,752,237,760,237,768,237,776,237,784,237,792,237,800,237,808,237,816,237,824,237,832,237
832,250,824,250,816,250,808,250,800,250,792,250,784,250,776,250,768,250,760,250,752,250,744,250,736,250,728,250,720,250,712,250,704,250,696,250,688,250,680,250,672,250,664,250,656,250,648,250,640,250,632,250,624,250,616,250,608,250,600,250,592,250,584,250,576,250,568,250,560,250,552,250,544,250,536,250,528,250,520,250,512,250,504,250,496,250,488,250,480,250,472,250,464,250,456,250,448,250,440,250,432,250,424,250,416,250,408,250,400,250,392,250,384,250,376,250,368,250,360,250,352,250,344,250,336,250,328,250,320,250,312,250,304,250,296,250,288,250,280,250,272,250,264,250,256,250,248,250,240,250,232,250,224,250,216,250,208,250,200,250,192,250,184,250,176,250,168,250,160,250,152,250,144,250,136,250,128,250,120,250,112,250,104,250,96,250,88,250,80,250,72,250,64,250,56,250,48,250,40,250,32,250
32,263,40,263,48,263,56,263,64,263,72,263,80,263,88,263,96,263,104,263,112,263,120,263,128,263,136,263,144,263,152,263,160,263,168,263,176,263,184,263,192,263,200,263,208,263,216,263,224,263,232,263,240,263,248,263,256,263,264,263,272,263,280,263,288,263,296,263,304,263,312,263,320,263,328,263,336,263,344,263,352,263,360,263,368,263,376,263,384,263,392,263,400,263,408,263,416,263,424,263,432,263,440,263,448,263,456,263,464,263,472,263,480,263,488,263,496,263,504,263,512,263,520,263,528,263,536,263,544,263,552,263,560,263,568,263,576,263,584,263,592,263,600,263,608,263,616,263,624,263,632,263,640,263,648,263,656,263,664,263,672,263,680,263,688,263,696,263,704,263,712,263,720,263,728,263,736,263,744,263,752,263,760,263,768,263,776,263,784,263,792,263,800,263,808,263,816,263,824,263,832,263
832,276,824,276,816,276,808,276,800,276,792,276,784,276,776,276,768,276,760,276,752,276,744,276,736,276,728,276,720,276,712,276,704,276,696,276,688,276,680,276,672,276,664,276,656,276,648,276,640,276,632,276,624,276,616,276,608,276,600,276,592,276,584,276,576,276,568,276,560,276,552,276,544,276,536,276,528,276,520,276,512,276,504,276,496,276,488,276,480,276,472,276,464,276,456,276,448,276,440,276,432,276,424,276,416,276,408,276,400,276,392,276,384,276,376,276,368,276,360,276,352,276,344,276,336,276,328,276,320,276,312,276,304,276,296,276,288,276,280,276,272,276,264,276,256,276,248,276,240,276,232,276,224,276,216,276,208,276,200,276,192,276,184,276,176,276,168,276,160,276,152,276,144,276,136,276,128,276,120,276,112,276,104,276,96,276,88,276,80,276,72,276,64,276,56,276,48,276,40,276,32,276
32,289,40,289,48,289,56,289,64,289,72,289,80,289,88,289,96,289,104,289,112,289,120,289,128,289,136,289,144,289,152,289,160,289,168,289,176,289,184,289,192,289,200,289,208,289,216,289,224,289,232,289,240,289,248,289,256,289,264,289,272,289,280,289,288,289,296,289,304,289,312,289,320,289,328,289,336,289,344,289,352,289,360,289,368,289,376,289,384,289,392,289,400,289,408,289,416,289,424,289,432,289,440,289,448,289,456,289,464,289,472,289,480,289,488,289,496,289,504,289,512,289,520,289,528,289,536,289,544,289,552,289,560,289,568,289,576,289,584,289,592,289,600,289,608,289,616,289,624,289,632,289,640,289,648,289,656,289,664,289,672,289,680,289,688,289,696,289,704,289,712,289,720,289,728,289,736,289,744,289,752,289,760,289,768,289,776,289,784,289,792,289,800,289,808,289,816,289,824,289,832,289
832,302,824,302,816,302,808,302,800,302,792,302,784,302,776,302,768,302,760,302,752,302,744,302,736,302,728,302,720,302,712,302,704,302,696,302,688,302,680,302,672,302,664,302,656,302,648,302,640,302,632,302,624,302,616,302,608,302,600,302,592,302,584,302,576,302,568,302,560,302,552,302,544,302,536,302,528,302,520,302,512,302,504,302,496,302,488,302,480,302,472,302,464,302,456,302,448,302,440,302,432,302,424,302,416,302,408,302,400,302,392,302,384,302,376,302,368,302,360,302,352,302,344,302,336,302,328,302,320,302,312,302,304,302,296,302,288,302,280,302,272,302,264,302,256,302,248,302,240,302,232,302,224,302,216,302,208,302,200,302,192,302,184,302,176,302,168,302,160,302,152,302,144,302,136,302,128,302,120,302,112,302,104,302,96,302,88,302,80,302,72,302,64,302,56,302,48,302,40,302,32,302
32,315,40,315,48,315,56,315,64,315,72,315,80,315,88,315,96,315,104,315,112,315,120,315,128,315,136,315,144,315,152,315,160,315,168,315,176,315,184,315,192,315,200,315,208,315,216,315,224,315,232,315,240,315,248,315,256,315,264,315,272,315,280,315,288,315,296,315,304,315,312,315,320,315,328,315,336,315,344,315,352,315,360,315,368,315,376,315,384,315,392,315,400,315,408,315,416,315,424,315,432,315,440,315,448,315,456,315,464,315,472,315,480,315,488,315,496,315,504,315,512,315,520,315,528,315,536,315,544,315,552,315,560,315,568,315,576,315,584,315,592,315,600,315,608,315,616,315,624,315,632,315,640,315,648,315,656,315,664,315,672,315,680,315,688,315,696,315,704,315,712,315,720,315,728,315,736,315,744,315,752,315,760,315,768,315,776,315,784,315,792,315,800,315,808,315,816,315,824,315,832,315
832,328,824,328,816,328,808,328,800,328,792,328,784,328,776,328,768,328,760,328,752,328,744,328,736,328,728,328,720,328,712,328,704,328,696,328,688,328,680,328,672,328,664,328,656,328,648,328,640,328,632,328,624,328,616,328,608,328,600,328,592,328,584,328,576,328,568,328,560,328,552,328,544,328,536,328,528,328,520,328,512,328,504,328,496,328,488,328,480,328,472,328,464,328,456,328,448,328,440,328,432,328,424,328,416,328,408,328,400,328,392,328,384,328,376,328,368,328,360,328,352,328,344,328,336,328,328,328,320,328,312,328,304,328,296,328,288,328,280,328,272,328,264,328,256,328,248,328,240,328,232,328,224,328,216,328,208,328,200,328,192,328,184,328,176,328,168,328,160,328,152,328,144,328,136,328,128,328,120,328,112,328,104,328,96,328,88,328,80,328,72,328,64,328,56,328,48,328,40,328,32,328
32,341,40,341,48,341,56,341,64,341,72,341,80,341,88,341,96,341,104,341,112,341,120,341,128,341,136,341,144,341,152,341,160,341,168,341,176,341,184,341,192,341,200,341,208,341,216,341,224,341,232,341,240,341,248,341,256,341,264,341,272,341,280,341,288,341,296,341,304,341,312,341,320,341,328,341,336,341,344,341,352,341,360,341,368,341,376,341,384,341,392,341,400,341,408,341,416,341,424,341,432,341,440,341,448,341,456,341,464,341,472,341,480,341,488,341,496,341,504,341,512,341,520,341,528,341,536,341,544,341,552,341,560,341,568,341,576,341,584,341,592,341,600,341,608,341,616,341,624,341,632,341,640,341,648,341,656,341,664,341,672,341,680,341,688,341,696,341,704,341,712,341,720,341,728,341,736,341,744,341,752,341,760,341,768,341,776,341,784,341,792,341,800,341,808,341,816,341,824,341,832,341
832,354,824,354,816,354,808,354,800,354,792,354,784,354,776,354,768,354,760,354,752,354,744,354,736,354,728,354,720,354,712,354,704,354,696,354,688,354,680,354,672,354,664,354,656,354,648,354,640,354,632,354,624,354,616,354,608,354,600,354,592,354,584,354,576,354,568,354,560,354,552,354,544,354,536,354,528,354,520,354,512,354,504,354,496,354,488,354,480,354,472,354,464,354,456,354,448,354,440,354,432,354,424,354,416,354,408,354,400,354,392,354,384,354,376,354,368,354,360,354,352,354,344,354,336,354,328,354,320,354,312,354,304,354,296,354,288,354,280,354,272,354,264,354,256,354,248,354,240,354,232,354,224,354,216,354,208,354,200,354,192,354,184,354,176,354,168,354,160,354,152,354,144,354,136,354,128,354,120,354,112,354,104,354,96,354,88,354,80,354,72,354,64,354,56,354,48,354,40,354,32,354
32,367,40,367,48,367,56,367,64,367,72,367,80,367,88,367,96,367,104,367,112,367,120,367,128,367,136,367,144,367,152,367,160,367,168,367,176,367,184,367,192,367,200,367,208,367,216,367,224,367,232,367,240,367,248,367,256,367,264,367,272,367,280,367,288,367,296,367,304,367,312,367,320,367,328,367,336,367,344,367,352,367,360,367,368,367,376,367,384,367,392,367,400,367,408,367,416,367,424,367,432,367,440,367,448,367,456,367,464,367,472,367,480,367,488,367,496,367,504,367,512,367,520,367,528,367,536,367,544,367,552,367,560,367,568,367,576,367,584,367,592,367,600,367,608,367,616,367,624,367,632,367,640,367,648,367,656,367,664,367,672,367,680,367,688,367,696,367,704,367,712,367,720,367,728,367,736,367,744,367,752,367,760,367,768,367,776,367,784,367,792,367,800,367,808,367,816,367,824,367,832,367
832,380,824,380,816,380,808,380,800,380,792,380,784,380,776,380,768,380,760,380,752,380,744,380,736,380,728,380,720,380,712,380,704,380,696,380,688,380,680,380,672,380,664,380,656,380,648,380,640,380,632,380,624,380,616,380,608,380,600,380,592,380,584,380,576,380,568,380,560,380,552,380,544,380,536,380,528,380,520,380,512,380,504,380,496,380,488,380,480,380,472,380,464,380,456,380,448,380,440,380,432,380,424,380,416,380,408,380,400,380,392,380,384,380,376,380,368,380,360,380,352,380,344,380,336,380,328,380,320,380,312,380,304,380,296,380,288,380,280,380,272,380,264,380,256,380,248,380,240,380,232,380,224,380,216,380,208,380,200,380,192,380,184,380,176,380,168,380,160,380,152,380,144,380,136,380,128,380,120,380,112,380,104,380,96,380,88,380,80,380,72,380,64,380,56,380,48,380,40,380,32,380
32,393,40,393,48,393,56,393,64,393,72,393,80,393,88,393,96,393,104,393,112,393,120,393,128,393,136,393,144,393,152,393,160,393,168,393,176,393,184,393,192,393,200,393,208,393,216,393,224,393,232,393,240,393,248,393,256,393,264,393,272,393,280,393,288,393,296,393,304,393,312,393,320,393,328,393,336,393,344,393,352,393,360,393,368,393,376,393,384,393,392,393,400,393,408,393,416,393,424,393,432,393,440,393,448,393,456,393,464,393,472,393,480,393,488,393,496,393,504,393,512,393,520,393,528,393,536,393,544,393,552,393,560,393,568,393,576,393,584,393,592,393,600,393,608,393,616,393,624,393,632,393,640,393,648,393,656,393,664,393,672,393,680,393,688,393,696,393,704,393,712,393,720,393,728,393,736,393,744,393,752,393,760,393,768,393,776,393,784,393,792,393,800,393,808,393,816,393,824,393,832,393
832,406,824,406,816,406,808,406,800,406,792,406,784,406,776,406,768,406,760,406,752,406,744,406,736,406,728,406,720,406,712,406,704,406,696,406,688,406,680,406,672,406,664,406,656,406,648,406,640,406,632,406,624,406,616,406,608,406,600,406,592,406,584,406,576,406,568,406,560,406,552,406,544,406,536,406,528,406,520,406,512,406,504,406,496,406,488,406,480,406,472,406,464,406,456,406,448,406,440,406,432,406,424,406,416,406,408,406,400,406,392,406,384,406,376,406,368,406,360,406,352,406,344,406,336,406,328,406,320,406,312,406,304,406,296,406,288,406,280,406,272,406,264,406,256,406,248,406,240,406,232,406,224,406,216,406,208,406,200,406,192,406,184,406,176,406,168,406,160,406,152,406,144,406,136,406,128,406,120,406,112,406,104,406,96,406,88,406,80,406,72,406,64,406,56,406,48,406,40,406,32,406
32,419,40,419,48,419,56,419,64,419,72,419,80,419,88,419,96,419,104,419,112,419,120,419,128,419,136,419,144,419,152,419,160,419,168,419,176,419,184,419,192,419,200,419,208,419,216,419,224,419,232,419,240,419,248,419,256,419,264,419,272,419,280,419,288,419,296,419,304,419,312,419,320,419,328,419,336,419,344,419,352,419,360,419,368,419,376,419,384,419,392,419,400,419,408,419,416,419,424,419,432,419,440,419,448,419,456,419,464,419,472,419,480,419,488,419,496,419,504,419,512,419,520,419,528,419,536,419,544,419,552,419,560,419,568,419,576,419,584,419,592,419,600,419,608,419,616,419,624,419,632,419,640,419,648,419,656,419,664,419,672,419,680,419,688,419,696,419,704,419,712,419,720,419,728,419,736,419,744,419,752,419,760,419,768,419,776,419,784,419,792,419,800,419,808,419,816,419,824,419,832,419
832,432,824,432,816,432,808,432,800,432,792,432,784,432,776,432,768,432,760,432,752,432,744,432,736,432,728,432,720,432,712,432,704,432,696,432,688,432,680,432,672,432,664,432,656,432,648,432,640,432,632,432,624,432,616,432,608,432,600,432,592,432,584,432,576,432,568,432,560,432,552,432,544,432,536,432,528,432,520,432,512,432,504,432,496,432,488,432,480,432,472,432,464,432,456,432,448,432,440,432,432,432,424,432,416,432,408,432,400,432,392,432,384,432,376,432,368,432,360,432,352,432,344,432,336,432,328,432,320,432,312,432,304,432,296,432,288,432,280,432,272,432,264,432,256,432,248,432,240,432,232,432,224,432,216,432,208,432,200,432,192,432,184,432,176,432,168,432,160,432,152,432,144,432,136,432,128,432,120,432,112,432,104,432,96,432,88,432,80,432,72,432,64,432,56,432,48,432,40,432,32,432
